TripId	Empcode	NodalName
203771	M1049589	Mogappair Collector Nagar Bus stop
203805	M0948647	Perungudi Bus Stop
203772	M0643672	Porur Signal
203801	M0846384	Hasthinapuram Bus Stop
203787	N0452198	Madhuravoyal Erikkari Bus Stop
203882	M0847651	Thirumullaivoyal Manikandapuram bus stop
203762	N0452023	Anna Nagar Shanthi Colony
203795	K0224112	Tambaram Camp Road
203755	L0831913	Kovur Bus Stop
203795	M1049396	Tambaram Camp Road
203787	N0552876	Maduravoyal MGR University
203755	M0847205	Kovur Bus Stop
203862	M0137733	Pattabiram Grace Hospital
203887	M0745356	Ayyapakkam TNHB Colony
203767	N0250948	T Nagar Bus Stop
203752	N0251109	Poonamallee Kattupakkam Bus Stop
203801	N0452317	Chrompet Bus Stop
203872	N0452009	Avadi Checkpost
203878	M0948820	Ambattur Canara Bank
203869	E042527	Pattabiram Railway Gate
203840	N0552589	Vyasarpadi Mullai Nagar Bus Stop
203752	N0552949	Iyyapanthangal Bus Stop
203873	L1134392	Avadi kamaraj Nagar Bus Stop
203881	M0948954	Ambattur Ponnu Super Market
203757	H0714452	RA Puram
203790	M1049264	Urapakkam Bus Stop
203859	N0452364	Purasaivakkam Thana Street
203895	M0136534	Pudur Malliga Mahal
203799	M1150139	Tambaram West Bus Stop
203815	N0452419	Saidapet Court
203802	N0452192	Chrompet Bus Stop
203861	M0948407	Thirunindravur Bus Stop
203869	D071254	Thirunindravur Bus Stop
203898	M1049679	Poonamalee Bus Stop
203753	M0948927	Thiruverkadu Bus Depot
203760	L0328299	Anna Nagar West Bus Stop
203889	M0744952	Redhills Bus Stop
203828	L1134753	Kolathur Teachers Colony
203836	M0745302	Madhavaram Bus Stop
203756	N0452499	Mugallivakam Bus Stop
203855	M0846956	Broadway Excellent Hotel
203811	M1149781	Velacheriy Check Post
203837	M1150345	Kodungaiyur Bus Stop
203827	L0730531	Kolathur Vinayagapuram
203778	M0541998	Thirumangalam Bus Stop
203831	M1049043	Manali Bus Stop
203848	M0238565	Korukkupet Police Station
203874	J0521172	Avadi Paruthipattu
203827	M0340607	Kolathur Vinayagapuram
203822	M1150231	Perambur Ponniammanmedu
203826	M0948672	Perambur Ponniammanmedu
203775	N0452359	Kodambakkam Sekar Emporium
203862	M0948740	Pattabiram Bus Stop
203819	M1150369	Perambur Market
203835	M0643581	Madipakkam Ram Nagar
203834	M1049267	Madhavaram Thapalpetti
203897	M0137658	Ambattur Estate MTC Bus Depot
203898	M0644010	Poonamalee Bus Stop
203815	M0846948	Adyar Madhya kailash Bus Stop
203819	M0745352	Thiru.Vi.Ka. Nagar Police Station
203826	M0542828	Kolathur Retteri Signal
203857	E103627	Kilkattalai Bus Depot
203835	N0552772	Madipakkam Bus Stop
203863	M1049269	Thirunindravur Railway Station
203843	M0948912	Thiruvottiyur Ajex Bus Stop
203823	M0644806	Thiru.Vi.Ka. Nagar Police Station
203825	L0529429	Kolathur Poombugar nagar bus stop
203820	M1150346	Perambur Bus Stop
203900	M0239183	Kundrathur Bus Stop
203865	N0451979	Thirunindravur Railway Station
203838	M0441161	KKD Nagar Thiruthangal Nadar College
203810	N0452327	Velachery HP Petrol Bunk
203876	M0137015	Avadi Kovilpadhagai bus stop
203792	M0948219	Perungalathur Bus Stop
203779	M1049187	Virugambakkam HP Petrol Bunk
203855	M0137413	Broadway Excellent Hotel
203832	M0137017	Mathur Bus Stop
203762	N0552766	Anna Nagar Shanthi Colony
203776	M1149797	Ekkatuthangal Bus Stop
203774	M1149772	Vadapalani Bus Stop
203900	M0441101	Kundrathur Police Station
203822	L0831785	Kolathur Kumaran Nagar Bus Stop
203861	M0136520	Thirunindravur Railway Station
203829	M0948806	Kolathur GKM Colony
203836	M0847445	Moolakadai Police Station
203900	M0847905	Kundrathur Periyar Nagar
203889	M0339454	Redhills Bus Stop
203767	N0250903	Mogappair Collector Nagar Bus stop
203858	M0339912	Perambur Barracks Road
203889	M0339787	Redhills Bus Stop
203817	E042572	Porur Mugalivakkam
203835	M0339941	Madipakkam Ram Nagar
203896	M0543328	Menambedu Bus Stop
203873	E012064	Avadi kamaraj Nagar Bus Stop
203831	L1235990	Manali Bus Stop
203854	K0825253	Villivakkam ICF Bus Stop
203844	M0542313	Thiruvottriyur Raja Kadai Bus stop
203846	M0543182	Kovilambakkam Bus Stop
203816	N0452333	Mogappair 7H Bus Stop
203822	M0542396	Kolathur Kumaran Nagar Bus Stop
203892	M0137498	Surapet Shanmugapuram
203801	M0137205	Tambaram Sanitorium Bus Stop
203801	N0351511	Chrompet Bus Stop
203751	M0136681	Paraniputhur Bus Stop
203783	N0452340	Thoraipakkam PTC Quarters Bus Stop
203848	L0932843	Vyasarpadi Sharma Nagar
203890	N0452130	Nanganallur Bus Stop
203792	N0552845	Vandaloor Bus Stop
203801	M0441225	Hasthinapuram Bus Stop
203784	M0136416	Mogappair 7H Bus Stop
203862	M0440961	Pattabiram Police station
203783	L0630148	Thoraipakkam PTC Quarters Bus Stop
203795	N0251074	Tambaram Camp Road
203945	M0238191	Adambakkam NGO Colony bus Stop
203765	L0227343	Chintadripet Bus Stop
203769	M0949010	Choolaimedu Bata Show Room
203837	M0745387	Kodungaiyur Muthamizh Nagar Church
203830	N0552581	Villivakkam Subway
203868	M1049265	Pallikaranai Oil Mill Bus Stop
203833	K1126033	Madhavaram MMC Bus Stop
203867	N0251140	Thiruninravur Jaya School Bus Stop
203829	M0846836	Kolathur GKM Colony
203833	M0644001	Madhavaram MMC Bus Stop
203824	L1033672	Pallikaranai Bus Stop
203758	H0413146	Nandanam Bus Stop
203812	M0847007	Velacherry Baby Nagar Bus Stop
203841	M0543252	Vyasarpadi Bus Stop
203836	M0745563	Manali Bus Stop
203854	M0339792	Villivakkam Bus Stand
203836	M0643638	Manali Bus Stop
203833	N0553024	Madhavaram MMC Bus Stop
203888	M0542720	Redhills Koot Road
203825	N0351630	Kolathur Periyar Nagar EB
203753	N0150806	Thiruverkadu Bus Depot
203869	D091505	Pattabiram Bus Stop
203763	M0441456	Triplicane Post Office
203825	M0644289	Kolathur Poombugar nagar bus stop
203749	L0126931	Medavakkam Bus Stop
203795	I0617124	Tambaram Camp Road
203806	M0238685	Pallavaram Bus Stop
203782	M1149848	Virugambakkam Bus Stop
203784	M0643790	Mogappair 7H Bus Stop
203821	N0452508	Perambur Agaram Bus Stop
203802	M0643579	Chrompet Bus Stop
203860	M0441522	Kilpauk New Avadi Road
203786	L0126776	Maduravoyal EB office
203802	L1236117	Tambaram Sanitorium TB Hospital
203794	M0746228	Thoraipakkam PTC Quarters Bus Stop
203768	M1150061	Choolaimedu Mehta Nagar Bus Stop
203788	F075615	Urapakkam Bus Stop
203869	M0847204	Thirunindravur Bus Stop
203886	N0653125	Ayapakkam ICF Colony
203880	N0251031	Thirumulaivoyal Bus Stop
203888	M0137488	Redhills Bus Stop
203763	N0552938	Triplicane Bus Stop
203789	N0452129	Urapakkam Bus Stop
203807	N0351243	Pammal Bus Stop
203779	M0136789	K K Nagar Bus Stop
203827	L1235477	Kolathur Vinayagapuram
203840	L1236150	MKB Nagar Bus Stop
203821	K1126139	Perambur Agaram Bus Stop
203795	I0617308	Tambaram Camp Road
203881	L1236114	Ambattur Ramaswamy School
203856	M0847208	Vepery Vetnary Hospital
203879	M0948130	Ramapuram DLF
203783	M0948111	Thoraipakkam PTC Quarters Bus Stop
203778	N0251184	Mogappair West Golden Flats Bus Stop
203788	M0440978	Urapakkam Bus Stop
203854	M0440810	Ayanavaram Bus stop
203846	M0846379	Ullagaram Bharath Petroleum Bunk
203751	N0452202	Iyyapanthangal Bus Stop
203754	M1150065	Thiruverkadu Bus Depot
203796	M1150115	Tambaram Camp Road
203873	M1150112	Avadi Kannigapuram Bus Stop
203782	N0653293	Saligramam Dasarathapuram
203948	M0948843	Old Washermenpet Bus Stop
203777	N0452481	Mogappair Collector Nagar Bus stop
203810	L0932885	Velacherry 100 Ft Road
203791	M0746087	Perungalathur Bus Stop
203866	M1049405	Avadi Hindu College Railway Station
203780	N0351804	Valasaravakkam Bus Stop
203886	N0653197	Ayapakkam ICF Colony
203789	N0552847	Urapakkam Bus Stop
203838	N0351748	Vyasarpadi Erukancherry Bus Stop
203761	J0220284	St Thomas Mount Bus Stop
203813	M0847338	Medavakkam Bus Stop
203877	M1150101	Annanur Railway Station
203793	K0825117	Tambaram Camp Road
203802	L1235538	Tambaram Sanitorium Bus Stop
203888	F065325	Redhills Bus Stop
203807	M0340293	Anakaputhur Bus Stop
203890	K1126031	Nanganallur Bus Stop
203864	N0552709	Thirunindravur Bus Stop
203779	M0847856	K K Nagar Bus Stop
203900	N0452142	Kundrathur Periyar Nagar
203767	M0339447	T Nagar Bus Stop
203897	M0949015	Ambattur Estate MTC Bus Depot
203831	M0239096	Manali Bus Stop
203821	N0452315	Perambur Agaram Bus Stop
203805	N0552899	Perungudi Bus Stop
203800	N0251212	Old Perungalathur Bus Stop
203832	N0251138	Mathur Bus Stop
203777	M0948983	CMBT Bus Stop
203833	F014485	Madhavaram Arul Nagar Bus Stop
203945	N0351436	Ramapuram Signal
203862	K0224137	Thiruninravur Nemilichery
203771	M0948918	Shenoy Nagar TVK Park
203851	N0452030	Ayanavaram TB hospital
203818	M0542384	Mugallivakam Bus Stop
203779	M0542391	K K Nagar RTO Office
203831	M0441577	Manali Bus Stop
203817	M0239070	Porur Mugalivakkam
203847	N0351712	Tondiarpet Apollo Hospital
203892	M1149767	Surapet Shanmugapuram
203857	M0745866	Kilkattalai Bus Stop
203852	J0721676	Royapuram kalmandabam
203789	N0552573	Urapakkam Bus Stop
203865	H0914913	Avadi Bus Stop
203762	M0136522	Royapettah Police Station
203780	N0552603	Valasaravakkam Bus Stop
203796	M0339944	Tambaram Camp Road
203833	J0421119	Madhavaram MMC Bus Stop
203828	M1150119	Kolathur Teachers Colony
203822	N0452019	Perambur Ponniammanmedu
203761	N0553080	St Thomas Mount Bus Stop
203771	N0553030	Shenoy Nagar TVK Park
203843	N0452341	Thiruvottiyur Ajex Bus Stop
203833	N0351715	Madhavaram MMC Bus Stop
203832	N0653250	Mathur Bus Stop
203759	L1236039	Mogappair MMM Hospital
203750	K0324344	Adambakkam Police station
203859	M0238261	Choolai Post Office
203775	M0441405	Kodambakkam Bus Stop
203760	L0932115	Mandaveli Bus Stop
203855	M0948220	Broadway Excellent Hotel
203810	M0948896	Velacherry 100 Ft Road
203883	M0643590	Thirumulaivoyil Housing Board
203842	L1134940	Thiruvottiyur Ajex Bus Stop
203798	M0441895	Mudichur Bus Stop
203840	M1150375	Vyasarpadi Mullai Nagar Bus Stop
203886	K0123692	Ayyapakkam Athipet
203798	M1049032	Mudichur Bus Stop
203761	N0552991	Ramapuram DLF
203840	M0948915	MKB Nagar Bus Stop
203849	G027439	Old Washermenpet Cemetry Road
203827	M1049401	Kolathur Vinayagapuram
203827	M1049440	Kolathur Vinayagapuram
203820	M0136852	Perumbur Brindha Theater
203812	L1235607	Velachery Dhandeeswaram Bus Stop
203852	M0948171	Royapuram Bus Stop
203838	M0137169	Vyasarpadi Erukancherry Bus Stop
203759	M0644437	Mogappair MMM Hospital
203849	N0250952	Old Washermanpet Maharani bus stop
203775	M0543275	Kodambakkam Power House
203862	L0328090	Thirunindravur Railway Station
203749	N0452500	Medavakkam Koot Road
203777	M0339802	Ashok Nagar Jafferkhanpet
203774	M0948993	West Mambalam Ramakrishna Puram
203860	M0745700	Kilpauk Ega theatre
203796	M0643437	Tambaram Camp Road
203756	N0150655	Porur Bai kadai
203752	N0552548	Poonamallee Kallarai Bus Stop
203794	N0351731	Thoraipakkam PTC Quarters Bus Stop
203772	N0452047	Porur Signal
203785	M0643883	Mogappair Nolambur
203770	M1049212	MMDA Colony
203782	N0351340	Saligramam Dasarathapuram
203768	M0744992	Choolaimedu Mehta Nagar Bus Stop
203795	N0351420	Tambaram Camp Road
203857	L1235604	Kilkattalai Bus Depot
203761	N0351424	Porur Signal
203776	N0150682	Ekkatuthangal Bus Stop
203897	M0237867	Ambattur Estate MTC Bus Depot
203833	F085955	Madhavaram Arul Nagar Bus Stop
203829	N0452345	Ambattur Mannurpet Bus Stop
203804	M1049422	Pammal Bus Stop
203827	N0452358	Kolathur Vinayagapuram
203823	N0552877	Kolathur Anna Salai Bus Stop
203823	M0339903	Kolathur Anna Salai Bus Stop
203756	M0136792	Porur Madhnandapuram
203823	M0137142	Thiru.Vi.Ka. Nagar Police Station
203866	N0452227	Pattabiram Bus Stop
203818	M0137026	Alapakkam Bus Stop
203760	M0542842	Anna Nagar West Bus Stop
203767	N0653193	Mogappair Collector Nagar Bus stop
203837	M1250537	Kodungaiyur Bus Stop
203844	M0846850	Thiruvottriyur Raja Kadai Bus stop
203779	M0238930	Virugambakkam Bus Stop
203896	M0746065	Menambedu Alamaram Bus Stop
203827	M0847449	Kolathur Vinayagapuram
203816	L0227128	Arasamaram Ramapuram
203774	N0552764	West Mambalam Ramakrishna Puram
203813	L1134928	Medavakkam Bus Stop
203774	M1049185	Mogappair West Golden Flats Bus Stop
203749	M1049424	Medavakkam Bus Stop
203894	N0351245	Ambattur Oragadam
203826	N0552649	Kolathur Bus Stop
203778	M0339998	Vadapalani Thirunagar Bus Stop
203854	M0948453	Ayanavaram Noor Hotel
203851	N0552590	Ayanavaram Noor Hotel
203847	I0818039	Tondiarpet Apollo Hospital
203790	M0948488	Urapakkam Bus Stop
203780	L1235993	Valasaravakkam Mega Mart
203781	N0553025	Nesapakkam Bus Stop
203852	M0846579	Royapuram Kasimedu Signal
203753	L0932733	Thiruverkadu Bus Depot
203862	N0553023	Pattabiram Grace Hospital
203808	N0552699	Porur Bai kadai
203806	M0440812	Pallavaram Police Station
203806	M0948944	Pallavaram Bus Stop
203755	M1150060	Kovur Bus Stop
203788	E062843	Urapakkam Bus Stop
203787	M0948419	Madhuravoyal Erikkari Bus Stop
203881	N0150590	Ambattur Canara Bank
203814	F085982	Thiruvanmiyur RTO Office
203807	N0452489	Pammal Bus Stop
203855	M1049558	Broadway Excellent Hotel
203881	M0644562	Ambattur Telephone Exchange
203802	M0948652	Tambaram Sanitorium TB Hospital
203862	M0136630	Pattabiram Bus Stop
203843	M0948458	Thiruvottiyur Ajex Bus Stop
203770	M0238898	Mogappair Collector Nagar Bus stop
203811	M0745998	Velacherry 100 Ft Road
203871	L0227483	Avadi Kannigapuram Bus Stop
203809	M0846341	Guindy Madhuvangarai Bridge
203757	M0948462	Stella Mary's College
203783	M0441198	Thoraipakkam PTC Quarters Bus Stop
203770	M0238820	MMDA Colony
203785	M0441264	Mogappair West Bus Depot
203788	M0644683	Urapakkam Bus Stop
203875	M0643802	Avadi Velltech Colege
203760	M0948257	Anna Nagar West Bus Stop
203866	M0847468	Pattabiram Railway Gate
203776	M0948459	Ekkatuthangal Bus Stop
203814	M0542209	Thiruvanmiyur RTO Office
203842	M0340639	Thiruvottiyur Ajex Bus Stop
203837	M0441162	Kodungaiyur Muthamizh Nagar Church
203812	M0745867	Velachery TCS
203815	N0552987	Thiruvanmiyur Bus Stop
203892	L1134898	Ambattur Telephone Exchange
203892	H0312836	Ambattur Ramaswamy School
203870	N0553009	Avadi Bus Stop
203871	M0441905	Avadi TNHB Colony
203770	N0552783	Arumbakkam NSK Nagar
203841	M0339268	Vyasarpadi Fire Station
203794	N0452452	Thoraipakkam PTC Quarters Bus Stop
203787	M1049682	Nerkundram Bus Stop
203780	M1049105	Valasaravakkam Bus Stop
203781	N0552557	Nesapakkam Bus Stop
203870	L0428587	Pattabiram Railway Gate
203813	N0150635	Medavakkam Bus Stop
203755	H0513381	Kovur Bus Stop
203842	M0542777	Thiruvottiyur Ajex Bus Stop
203801	M0847378	Chrompet Bus Stop
203785	M0846523	Mogappair Nolambur
203811	J0922490	Velacherry Vijayanagar Bus Stop
203854	N0452053	Ayanavaram Bus stop
203789	M0846843	Urapakkam Bus Stop
203880	M0745898	Thirumullaivoyal Shiva Temple
203882	M0846411	Thirumullaivoyal Manikandapuram bus stop
203799	M0643577	Tambaram West Bus Stop
203840	N0150849	Vyasarpadi Sharma Nagar
203867	M0441657	Avadi Checkpost
203792	M1149793	Perungalathur Bus Stop
203803	N0251146	Chrompet Bus Stop
203769	M1150135	Choolaimedu Mehta Nagar Bus Stop
203762	M0137449	Anna Nagar Shanthi Colony
203768	M0542861	Choolaimedu Gill Nagar Park
203782	N0452020	Saligramam Bus Stop
203795	N0452225	Irumbuliyur Bus Stop
203868	M0339429	Pallikaranai Bus Stop
203880	M0542859	Thirumulaivoyal Bus Stop
203810	L1134770	Velacherry 100 Ft Road
203791	M0136688	New Perungalathur Bus Stop
203806	M0441466	Pallavaram Bus Stop
203766	M0339882	Anna Nagar 12th Main Road
203856	N0552704	Vepery Vetnary Hospital
203847	N0250953	Tondiarpet Apollo Hospital
203774	M0239078	West Mambalam Ramakrishna Puram
203885	M0644188	Ayapakkam TNHB Colony
203895	L1033349	Pudur Bus Stop
203845	L1235449	Thiruvottiyur Theradi Bus Stop
203877	M0745841	Annanur Railway Station
203762	L1236093	Royapettah New College
203851	N0452420	Pattalam Bus Stop
203843	L1236288	Thiruvotriyur Market Bus Stop
203839	L0227174	Kodungaiyur MR Nagar Bus Stop
203864	M0745736	Thirunindravur Railway Station
203864	M1049044	Pattabiram Bus Stop
203806	N0552697	Pallavaram Bus Stop
203847	L1236287	Tondiarpet Apollo Hospital
203859	N0251046	Purasaivakkam Thana Street
203756	N0351512	Porur Madhnandapuram
203828	M0847986	Kolathur Teachers Colony
203899	M0644207	Mangadu Bus Stop
203875	N0251029	Avadi Velltech Colege
203894	M1250448	Ambattur Oragadam
203837	N0552632	Kodungaiyur Bus Stop
203867	M0948425	Thirunindravur Bus Stop
203773	M0137472	Thirumangalam Bus Stop
203836	M0340467	Madhavaram Bus Stop
203849	L0932119	Tondiarpet Apollo Hospital
203820	N0552995	Kolathur Anna Salai Bus Stop
203868	L1034121	Pallikaranai Bus Stop
203898	M0847979	Poonamalee Bus Stop
203786	N0452495	Maduravoyal EB office
203886	M0644550	Ayyapakkam Athipet
203801	M0847981	Chrompet Bus Stop
203874	M0137800	Avadi Paruthipattu
203814	M0643791	Thiruvanmiyur RTO Office
203787	M0846532	Maduravoyal MGR University
203900	M0948703	Kundrathur Police Station
203876	M0948424	Avadi Murugappa polytechnic
203883	N0452322	Thirumullaivoil Railway Station
203755	L1134814	Kovur Bus Stop
203947	M0948565	Mogappair West Bus Depot
203775	M0847492	Kodambakkam Bus Stop
203845	M0441731	Thiruvottiyur Kaladipet Bus Stop
203798	M0441450	Mudichur Bus Stop
203790	E022271	Urapakkam Bus Stop
203780	M0847285	Valasaravakkam Bus Stop
203782	M0542334	Saligramam SSR Pankajam Theatre
203876	M1049403	Thirumullaivoyal Steford Bus Stop
203885	M0340642	Ayapakkam TNHB Colony
203771	M0543010	Mogappair Collector Nagar Bus stop
203894	N0552886	Ambattur Oragadam
203850	M0542320	Old Washermenpet Stanley Bus Stop
203850	N0351246	Old Washermenpet Bus Stop
203807	L1236102	Anakaputhur Bus Stop
203863	M1049426	Thirunindravur Railway Station
203768	N0351670	Choolaimedu Mehta Nagar Bus Stop
203827	M0643705	Kolathur Vinayagapuram
203812	M0644682	Velachery TCS
203849	M0948416	Old Washermenpet Cemetry Road
203817	M0847172	Alapakkam Bus Stop
203870	M0644761	Pattabiram Grace Hospital
203775	M0238459	Kodampakkam Trustpuram Ground
203819	M0948950	Perambur Lakshmiamman Koil
203885	M0745151	Ayapakkam ICF Colony
203869	M0745914	Thiruninravur Nemilichery
203897	M0441724	Menambedu Bus Stop
203779	M0847461	K K Nagar Bus Stop
203837	N0250949	Kodungaiyur Bus Stop
203750	M0440845	Adambakkam Police station
203894	M0137155	Ambattur Oragadam
203859	K1125841	Ayanavaram Joint Office Bus Stop
203899	M0644819	Mangadu Bus Stop
203824	N0251190	Pallikaranai Bus Stop
203832	M0136831	Mathur Bus Stop
203811	L0227436	Velacherry 100 Ft Road
203821	M0948659	Perambur Venus Bus Stop
203817	M0441003	Porur Alapakam Bus Stop
203828	N0653230	Kolathur Teachers Colony
203778	M0643971	Thirumangalam Bus Stop
203825	L1134780	Kolathur Poombugar nagar bus stop
203832	M0948137	Mathur Bus Stop
203818	M0644701	Mugallivakam Bus Stop
203759	M0847982	Mylapore Tank
203821	M0948423	Perambur Agaram Bus Stop
203822	M1049278	Kolathur Moogambigai Kovil Bus Stop
203792	M0441237	Urapakkam Bus Stop
203770	N0552574	Aminjikarai Tolgate Bus Stop
203876	N0351448	Avadi Kovilpadhagai bus stop
203810	N0452270	Velacherry Vijayanagar Bus Stop
203779	M1049263	K K Nagar Bus Stop
203802	M0948118	Chrompet Bus Stop
203852	M0340732	Royapuram kalmandabam
203761	L1235596	St Thomas Mount Bus Stop
203892	M0137135	Ambattur Ramaswamy School
203865	N0250971	Pattabiram Bus Stop
203819	M0237863	Perambur Lakshmiamman Koil
203897	M0948092	Ambattur Estate MTC Bus Depot
203836	N0452289	Manali Bus Stop
203895	M0745393	Pudur Bus Stop
203779	M0948121	MGR Nagar Market
203897	N0552593	Menambedu Bus Stop
203843	M0441781	Thiruvottiyur Ajex Bus Stop
203821	M0137146	Padi Brittania Bus Stop
203794	N0452323	Thoraipakkam PTC Quarters Bus Stop
203802	G1110828	Tambaram Sanitorium Bus Stop
203848	L1033889	Tondiarpet IOC Bus Stop
203850	E113957	Old Washermenpet Stanley Bus Stop
203849	M0643617	Old Washermanpet Maharani bus stop
203872	M0239048	Avadi TNHB Colony
203798	K1226203	Mudichur Bus Stop
203800	M0137517	Old Perungalathur Bus Stop
203871	M0340173	Avadi Ponnu Super Market
203787	M0643811	Madhuravoyal Erikkari Bus Stop
203891	N0251186	Redhills Koot Road
203834	M0745515	Madhavaram Bus Stop
203843	M0340627	Thiruvotriyur Market Bus Stop
203830	M0643771	Kolathur GKM Colony
203876	L1235509	Avadi Kovilpadhagai bus stop
203893	M0441882	Kallikuppam Arch Bus Stop
203841	M0644393	Vyasarpadi Bus Stop
203873	F096184	Avadi kamaraj Nagar Bus Stop
203868	M0847864	Pallikaranai Oil Mill Bus Stop
203812	H0714484	Velacherry Baby Nagar Bus Stop
203892	N0250979	Ambattur Telephone Exchange
203899	M0745748	Mangadu Bus Stop
203782	N0653383	Saligramam SSR Pankajam Theatre
203763	N0552768	Triplicane Bus Stop
203755	L1134982	Kovur Bus Stop
203851	M0644064	Pattalam Bus Stop
203797	M0137102	Tambaram East Bus Stop
203788	M0847437	Urapakkam Bus Stop
203774	M0137137	Vadapalani Signal
203791	N0552902	New Perungalathur Bus Stop
203867	M0542840	Thirunindravur Railway Station
203884	D05989	Ayyapakkam TNHB Colony
203796	M0137208	Tambaram Camp Road
203878	N0452186	Avadi Mitnamalli Railway Station
203883	L0529426	Thirumulaivoyil Housing Board
203830	M0542934	Villivakkam Sidco Nagar
203882	M0744940	Thirumullaivoyal Manikandapuram bus stop
203791	N0452513	New Perungalathur Bus Stop
203793	J1223323	Tambaram Camp Road
203885	N0150664	Ayapakkam TNHB Colony
203765	J0621598	Thirumangalam Bus Stop
203758	M0542561	Teynampet SIET College
203817	M0137422	Porur Mugalivakkam
203767	I0516871	Aminjikarai Tolgate Bus Stop
203769	N0452234	Choolaimedu Bata Show Room
203749	N0552905	Medavakkam Koot Road
203889	N0552584	Puzhal kavangarai Bus Stop
203765	N0552627	Mogappair Collector Nagar Bus stop
203816	N0351249	Arasamaram Ramapuram
203888	M1049439	Redhills Bus Stop
203783	N0251077	Thoraipakkam PTC Quarters Bus Stop
203796	M0745699	Tambaram Camp Road
203807	M0744933	Pammal Bus Stop
203752	M0644573	Poonamallee Kattupakkam Bus Stop
203885	M0238753	Ayapakkam ICF Colony
203881	N0452122	Ambattur Telephone Exchange
203784	M0339564	Mogappair JJ Nagar Bus Stop
203888	M0340464	Redhills Bus Stop
203756	M1049217	Porur Bai kadai
203880	M1149851	Thirumulaivoyal Bus Stop
203787	N0351709	Maduravoyal EB office
203889	M0339782	Puzhal kavangarai Bus Stop
203792	C08427	Urapakkam Bus Stop
203873	J0822072	Avadi Rama rathna theatre
203811	J1122914	Velacheriy Check Post
203797	M0644424	Tambaram East CSI Church
203756	M0542017	Porur Madhnandapuram
203875	N0552587	Avadi Velltech Colege
203772	M0542796	Porur Toll Gate
203891	N0452349	Redhills Koot Road
203791	N0150599	New Perungalathur Bus Stop
203785	M0948645	Mogappair West Bus Depot
203773	H0814561	Saidapet Jeyaraj Theatre
203839	N0150671	Kodungaiyur MR Nagar Bus Stop
203794	M0137060	Thoraipakkam PTC Quarters Bus Stop
203879	N0452492	Ramapuram Signal
203799	L1134660	Tambaram West Bus Stop
203794	N0251144	Thoraipakkam PTC Quarters Bus Stop
203898	L0630260	Poonamalee Bus Stop
203873	N0251147	Avadi kamaraj Nagar Bus Stop
203860	N0552761	Kilpauk New Avadi road V.O.C Bus Stop
203893	N0452199	Kallikuppam Bus Stop
203846	N0351809	Kovilambakkam Bus Stop
203781	N0251025	MGR Nagar Market
203754	M0644187	Thiruverkadu Police Station
203898	N0653252	Poonamalee Bus Stop
203828	M0643598	Korattur Bus Stand
203829	M0339883	Kolathur GKM Colony
203810	N0452415	Velacherry Vijayanagar Bus Stop
203869	M0847441	Thiruninravur Nemilichery
203823	M0644552	Peravallur Bus Stop
203843	M0340523	Thiruvotriyur Railway Station
203814	M0948479	Guindy Butt Road
203830	I0517020	Villivakkam Sidco Nagar
203778	M0745725	Vadapalani Thirunagar Bus Stop
203895	M0948907	Pudhur N K Mahal
203837	M0948469	Kodungaiyur Bus Stop
203777	M0948842	MMDA Bus Stop
203779	M0440949	Virugambakkam Bus Stop
203860	M1049352	Kilpauk New Avadi Road
203762	M1049668	Royapettah Ice House Police Station
203861	J0119695	Thirunindravur Railway Station
203893	M0948822	Kallikuppam Arch Bus Stop
203766	M0541960	Kotturpuam AMM School
203880	M0238690	Thirumullaivoyal Shiva Temple
203865	M0441274	Avadi Sekadu Bus Stop
203843	M0948668	Thiruvottiyur Ajex Bus Stop
203791	M0238499	New Perungalathur Bus Stop
203891	N0351727	Redhills Bus Stop
203801	M0744976	Tambaram Sanitorium Bus Stop
203877	M0340684	Thirumullaivoyal Steford Bus Stop
203883	E073128	Thirumulaivayal Kannan Theatre
203789	N0653336	Urapakkam Bus Stop
203872	M0948415	Avadi Checkpost
203765	M0339413	Mogappair Collector Nagar Bus stop
203765	N0251208	Chetpet Bus Stop
203771	N0251159	Anna Nagar 12th Main Road
203875	N0452195	Avadi Velltech Colege
203866	L0327898	Avadi Hindu College Railway Station
203878	H0513530	Avadi Muthapudhupet Police Station
203810	L0730766	Velacherry Vijayanagar Bus Stop
203872	M0644679	Avadi TNHB Colony
203782	M0847457	Virugambakkam Bus Stop
203887	J0521479	Ayyapakkam Athipet
203856	M0644367	Periamet Bus Stop
203826	M0543304	Kolathur RTO Bus Stop
203788	M0948467	Urapakkam Bus Stop
203791	M0339607	Perungalathur Bus Stop
203791	M0441737	Perungalathur Bus Stop
203766	N0552639	Kotturpuam AMM School
203865	M0948216	Avadi Hindu College Railway Station
203797	N0351633	Tambaram East Bus Stop
203751	M0745215	Iyyapathangal Bus Depot
203764	M0340488	Chepauk Stadium Bus Stop
203781	M0745276	Mogappair Collector Nagar Bus stop
203855	M0542413	Broadway Excellent Hotel
203844	M0543085	Thiruvottiyur Tolgate Bus Stop
203857	M0340591	Kilkattalai Bus Stop
203882	M0847534	Thirumullaivoyal Manikandapuram bus stop
203760	M0238716	Mandaveli Bus Stop
203793	M0746092	Tambaram Camp Road
203849	L1236036	Tondiarpet Apollo Hospital
203882	M0948103	Thirumullaivoyal Steford Bus Stop
203842	M0846635	Thiruvottiyur Ajex Bus Stop
203788	L0730965	Urapakkam Bus Stop
