TripId	Empcode	NodalName
203762	N0452362	Kilpauk Ega theatre
203773	M0339846	Saidapet Jones Road
203898	M0137351	Poonamallee Bus Depo
203774	M0339435	Mogappair West Golden Flats Bus Stop
203768	M1150030	Choolaimedu Mehta Nagar Bus Stop
203751	L0328465	Iyyapanthangal Bus Stop
203873	M0137288	Avadi kamaraj Nagar Bus Stop
203873	M0847873	Avadi kamaraj Nagar Bus Stop
203887	N0250969	Ayyapakkam TNHB Colony
203820	L0227486	Perambur S2 Theatre Sembium
203785	M0543263	Mogappair West Bus Depot
203781	M0948872	Chinmaya Nagar Bus Stop
203859	M0847652	Purasaivakkam Thana Street
203791	M0239135	Vandaloor Bus Stop
203772	M0745418	Porur Signal
203784	M0339445	Mogappair 7H Bus Stop
203785	L1134778	Mogappair West Bus Depot
203887	N0552941	Ayyapakkam TNHB Colony
203844	N0351671	Thiruvottriyur Raja Kadai Bus stop
203769	M0339959	Choolaimedu Bus Stop
203794	N0452416	Thoraipakkam Signal
203874	M0948213	Ayyapakkam Athipet
203881	N0251162	Ambattur Ponnu Super Market
203761	M0441316	Guindy Butt Road
203771	N0653395	Anna Nagar 12th Main Road
203765	M0542834	Chetpet Bus Stop
203789	M0744845	Urapakkam Bus Stop
203870	M1049224	Pattabiram PTMS Railway
203765	N0250970	Chetpet Bus Stop
203854	K1226613	Villivakkam ICF Bus Stop
203875	M0644402	Avadi Velltech Colege
203819	I1219429	Perambur Eswari kalyana Mandabam
203826	L1236299	Kolathur DRJ Hospital
203773	M0543295	West Saidapet Bus
203869	L1134405	Thirunindravur Bus Stop
203882	M1049388	Thirumullaivoyal Steford Bus Stop
203797	I1219432	Tambaram East Bus Stop
203768	M0948976	Choolaimedu Periyar Pathai
203840	L1033500	Vyasarpadi Sharma Nagar
203782	M0644835	Saligramam Bus Stop
203880	E062872	Thirumulaivoyal Bus Stop
203809	N0653191	Taramani Bharathi Nagar Bus Stop
203787	M0238495	Nerkundram Bus Stop
203797	M0948702	Tambaram East Bus Stop
203889	M0339904	Puzhal kavangarai Bus Stop
203750	M0441906	Adambakkam NGO Colony bus Stop
203752	M0339801	Iyyapathangal Bus Depot
203842	M0238300	Thiruvottiyur Ajex Bus Stop
203782	M0542423	Saligramam Dasarathapuram
203807	K1126043	Pammal Bus Stop
203749	M1150041	Medavakkam Koot Road
203895	J0922479	Pudur Bus Stop
203890	M0340631	Nanganallur Market
203808	N0150668	Porur Bai kadai
203836	M0542431	Manali Bus Stop
203823	L0328181	Kolathur TVK Nagar Bus Stop
203831	M1049053	Manali Bus Stop
203829	M1049386	Kolathur GKM Colony
203824	L0227434	Ramapuram Signal
203861	N0552711	Thirunindravur Bus Stop
203862	H0412892	Thirunindravur Railway Station
203835	M0542164	Madipakkam Ram Nagar
203770	N0452224	Arumbakkam NSK Nagar
203899	M0542196	Poonamallee Kumananchavadi Bus Stop
203897	M0948908	Menambedu Bus Stop
203895	M0441740	Ambattur Ponnu Super Market
203778	M0948484	Mogappair Collector Nagar Bus stop
203774	K1025563	West Mambalam Ramakrishna Puram
203853	J0822067	Padi Brittania Bus Stop
203816	M0847485	Mogappair West Bus Depot
203844	M1149796	Thiruvottiyur Tolgate Bus Stop
203890	L1134388	Nanganallur Bus Stop
203813	L1033837	Medavakkam Koot Road
203834	M0440908	Madhavaram Thapalpetti
203804	L1033310	Pammal Bus Stop
203830	M0847442	Villivakkam Sidco Nagar
203837	M0340634	Kodungaiyur Muthamizh Nagar Church
203898	L0932173	Poonamalee Bus Stop
203826	M1049184	Kolathur DRJ Hospital
203845	N0251141	Thiruvotriyur Railway Station
203854	L1236300	Ayanavaram Noor Hotel
203890	L0227309	Nanganallur Bus Stop
203785	M0340740	Mogappair JJ Nagar Bus Stop
203778	N0351248	Vadapalani Thirunagar Bus Stop
203823	H0914832	Kolathur TVK Nagar Bus Stop
203769	M0847206	Choolaimedu Periyar Pathai
203798	E114123	Mudichur Bus Stop
203791	M0643735	Perungalathur Bus Stop
203875	M1150129	Avadi Velltech Colege
203869	M0948110	Thirunindravur Bus Stop
203883	N0251173	Thirumulaivoyil Housing Board
203764	M0643978	Thirumangalam Bus Stop
203839	M0948150	Kodungaiyur Kannadasan Nagar Bus Stop
203857	M1049234	Kilkattalai Bus Depot
203854	G0910367	Villivakkam ICF Bus Stop
203865	L1134559	Avadi Reliance Petrol Bunk
203829	M0441269	Kolathur GKM Colony
203856	N0351851	Kilpauk Garden
203898	M0339875	Poonamallee Bus Depo
203829	M0542564	Kolathur GKM Colony
203884	M0440996	Annanur Railway Station
203813	N0452506	Medavakkam Bus Stop
203771	M0339560	Mogappair Collector Nagar Bus stop
203830	I0516639	Villivakkam Subway
203857	M0847130	Kilkattalai Bus Depot
203855	M0440973	Broadway Excellent Hotel
203767	M0643809	Mogappair Collector Nagar Bus stop
203835	M0948414	Madipakkam Bus Stop
203900	N0351250	Kundrathur Bus Stop
203891	N0552594	Redhills Bus Stop
203810	M0846595	Velacherry Railway Station
203811	M0644828	Velacherry Vijayanagar Bus Stop
203900	M0948134	Kundrathur Bus Stop
203834	M1049686	Madhavaram Bus Stop
203805	M0847870	Thoraipakkam Signal
203821	M1150054	Perambur Venus Bus Stop
203814	M0644555	Thiruvanmiyur Bus Stop
203776	L0529560	Ekkatuthangal Bus Stop
203757	N0452201	Mogappair West Golden Flats Bus Stop
203776	N0452486	Ekkatuthangal Bus Stop
203791	M1049038	New Perungalathur Bus Stop
203899	N0251122	Karayanchavadi Bus Stop
203771	M1250436	Shenoy Nagar TVK Park
203853	M0948527	Padi Brittania Bus Stop
203776	L1235999	Ekkatuthangal Bus Stop
203851	N0452214	Otteri Bus Stop
203863	L1033307	Thirunindravur Bus Stop
203818	N0452005	Mugallivakam Bus Stop
203757	M1149766	Thirumangalam Bus Stop
203761	M0339280	Guindy Butt Road
203864	L0327870	Thirunindravur Railway Station
203841	N0552635	Vysarpadi Kannigapuram Bus Stand
203777	M1150268	Ekkatuthangal Bus Stop
203848	M0136477	Tondiarpet IOC Bus Stop
203897	N0552914	Ambattur Estate MTC Bus Depot
203831	M0441684	Manali Bus Stop
203814	M0541946	Thiruvanmiyur RTO Office
203884	M0339424	Ayyapakkam TNHB Colony
203832	J1122920	Mathur Bus Stop
203770	M1049429	MMDA Colony
203878	K0123563	Avadi Muthapudhupet Police Station
203864	J0421110	Thirunindravur Bus Stop
203762	M0137465	Royapettah Zam Bazaar Police Station
203771	M1150029	Mogappair Collector Nagar Bus stop
203813	L0730747	Medavakkam Bus Stop
203877	M1049486	Ambattur OT Bus Station
203757	L0932390	Thirumangalam Bus Stop
203880	M0237860	Thirumullaivoyal Shiva Temple
203870	M0643817	Pattabiram Grace Hospital
203886	M0136532	Ayapakkam Water Tank
203862	M0339750	Thiruninravur Nemilichery
203793	K1125979	Tambaram Camp Road
203780	J0320409	Valasaravakkam Bus Stop
203793	K1226603	Tambaram Camp Road
203781	J0721821	MGR Nagar Market
203880	K1126048	Thirumullaivoyal Shiva Temple
203879	N0452131	Ramapuram DLF
203878	I0516576	Ambattur Canara Bank
203755	M0745002	Kovur Bus Stop
203841	M0745549	Vyasarpadi Fire Station
203874	M1049493	Avadi Kovarthanagiri Bus Stop
203754	N0251112	Thiruverkadu Police Station
203839	M0846645	Kodungaiyur Kannadasan Nagar Bus Stop
203947	M0339335	Ayapakkam TNHB Colony
203817	M1149800	Porur Mugalivakkam
203773	M0644568	Saidapet Railway Station
203853	M0441508	Villivakkam Nadhamuni Bus Stop
203819	M0847380	Perambur Lakshmiamman Koil
203861	G1211104	Thirunindravur Bus Stop
203826	M0238277	Perambur Ponniammanmedu
203834	N0653251	Madhavaram Bus Stop
203812	N0251180	Velacherry Baby Nagar Bus Stop
203839	M0137499	Kodungaiyur MR Nagar Bus Stop
203757	M0948491	Thirumangalam Bus Stop
203807	N0251185	Pammal Bus Stop
203779	N0351398	K K Nagar Bus Stop
203883	M0746094	Thirumulaivayal Kannan Theatre
203895	K0324257	Pudur Bus Stop
203870	M0339576	Pattabiram PTMS Railway
203811	M0238819	Guindy Madhuvangarai Bus Stop
203786	N0351714	Maduravoyal EB office
203786	M1150372	Madhuravoyal Market
203762	N0351272	Anna Nagar 12th Main Road
203884	M0847491	Annanur Railway Station
203805	N0653385	Perungudi Bus Stop
203824	M0948991	Porur Signal
203830	N0552592	Villivakkam Sidco Nagar
203775	M0846408	Kodambakkam Power House
203822	N0452342	Kolathur Kumaran Nagar Bus Stop
203830	N0552622	Kolathur GKM Colony
203860	L0730837	Kilpauk New Avadi Road
203891	H1215451	Redhills Bus Stop
203845	M1149854	Thiruvottriyur Raja Kadai Bus stop
203889	N0452017	Redhills Bus Stop
203820	M0644290	Perambur Bus Stop
203849	M0948844	Old Washermenpet Cemetry Road
203755	F014450	Kovur Bus Stop
203792	M0136711	Perungalathur Bus Stop
203840	M0440907	MKB Nagar Bus Stop
203781	N0452441	MGR Nagar Market
203886	M0543029	Ayapakkam ICF Colony
203855	N0451981	Broadway Excellent Hotel
203790	M0137027	Urapakkam Bus Stop
203838	N0552765	Kodungaiyur Bus Stop
203813	M1049580	Medavakkam Bus Stop
203786	M0644561	Maduravoyal EB office
203770	N0552705	Arumbakkam NSK Nagar
203806	M0949017	Pallavaram Bus Stop
203865	N0351725	Pattabiram Police station
203761	M1049397	Alandur Hotel Mount Heera
203753	M0745528	Thiruverkadu Bus Depot
203765	N0552767	Chintadripet Bus Stop
203784	M1049035	Mogappair 7H Bus Stop
203787	M0440965	Nerkundram Bus Stop
203794	N0653199	Thoraipakkam PTC Quarters Bus Stop
203881	N0452196	Ambattur Telephone Exchange
203881	M0136400	Ambattur Ponnu Super Market
203751	M0542697	Paraniputhur Bus Stop
203789	K0725102	Urapakkam Bus Stop
203771	M1150117	Shenoy Nagar TVK Park
203770	J1022661	Arumbakkam NSK Nagar
203878	N0452067	Ambattur Canara Bank
203814	L0126910	Thiruvanmiyur Bus Stop
203839	M0542268	Kodungaiyur Kannadasan Nagar Bus Stop
203860	N0552588	Kilpauk New Avadi road V.O.C Bus Stop
203778	N0452414	Mogappair West Golden Flats Bus Stop
203755	M0948971	Kovur Bus Stop
203772	L0126733	Porur Toll Gate
203847	H0914969	Mint Bus Stop
203887	M0340498	Ayyapakkam TNHB Colony
203837	M0644633	Kodungaiyur Muthamizh Nagar Church
203887	L0932671	Ayyapakkam TNHB Colony
203803	N0452228	Chrompet Bus Stop
203761	M0847375	Guindy Butt Road
203884	M0238229	Ayapakkam Baba Kovil
203788	E073136	Urapakkam Bus Stop
203890	M0239198	Nanganallur Bus Stop
203875	M0441386	Avadi Velltech Colege
203804	H0714185	Pammal Bus Stop
203881	M0239137	Ambattur Ramaswamy School
203784	N0451924	Mogappair 7H Bus Stop
203881	M0238691	Ambattur Ponnu Super Market
203787	M0238607	Mogappair JJ Nagar Bus Stop
203750	L0126747	Adambakkam NGO Colony bus Stop
203839	N0452491	Kodungaiyur Kannadasan Nagar Bus Stop
203838	M0846908	KKD Nagar Thiruthangal Nadar College
203879	L0328345	Ramapuram DLF
203892	M0846848	Ambattur Telephone Exchange
203828	M0745238	Kolathur Teachers Colony
203889	M0239103	Puzhal Bus Stop
203767	M0847443	Aminjikarai Bus Stop
203895	K0724894	Pudur Bus Stop
203797	M0441493	Tambaram East Bus Stop
203876	M0136505	Avadi Murugappa polytechnic
203846	L0529772	Kovilambakkam Bus Stop
203752	M0340593	Poonamallee Kattupakkam Bus Stop
203783	N0451975	Thoraipakkam PTC Quarters Bus Stop
203854	M0137323	Ayanavaram Bus stop
203771	M0136794	Shenoy Nagar TVK Park
203829	M0441150	Kolathur GKM Colony
203760	M0948923	Anna Nagar West Bus Stop
203760	M0746088	Anna Nagar West Bus Stop
203896	M0239157	Menambedu Bus Stop
203759	N0553033	Nungambakkam Police Station
203864	M0340508	Thirunindravur Bus Stop
203837	M0847621	Kodungaiyur Muthamizh Nagar Church
203888	E073140	Redhills Koot Road
203783	N0452511	Thoraipakkam PTC Quarters Bus Stop
203763	N0552715	Chepauk Stadium Bus Stop
203760	K1025544	Mandaveli Bus Stop
203883	M1150351	Thirumullaivoil Railway Station
203755	M0644348	Kovur Bus Stop
203871	N0351636	Avadi Ponnu Super Market
203883	M1150354	Thirumulaivayal Kannan Theatre
203861	M0644833	Thirunindravur Railway Station
203844	M0745694	Thiruvottiyur Tolgate Bus Stop
203892	M0543370	Surapet Bus Stop
203751	L1134727	Iyyapanthangal Bus Stop
203801	M0948737	Chrompet Bus Stop
203802	M0644413	Chrompet Bus Stop
203793	N0351404	Tambaram East Bus Stop
203860	N0251178	Kilpauk New Avadi road V.O.C Bus Stop
203790	M0340174	Urapakkam Bus Stop
203809	M0542091	Guindy Madhuvangarai Bridge
203763	M0948922	Triplicane Bus Stop
203784	M0948511	Mogappair 7H Bus Stop
203786	M1250449	Madhuravoyal Market
203782	M0846820	Saligramam Dasarathapuram
203880	M0239177	Thirumullaivoyal Shiva Temple
203819	N0452357	Perambur Lakshmiamman Koil
203813	M0847954	Medavakkam Bus Stop
203827	M0339572	Kolathur Vinayagapuram
203818	L0932423	Mugallivakam Bus Stop
203799	L1134400	Mudichur Bus Stop
203838	N0351879	Vyasarpadi Erukancherry Bus Stop
203888	M0340163	Redhills Bus Stop
203865	H0312766	Pattabiram Bus Stop
203882	M0339943	Thirumullaivoyal Manikandapuram bus stop
203858	M0339422	Perambur Barracks Road
203807	M0339332	Pammal Bus Stop
203888	L0428845	Redhills Bus Stop
203807	N0251214	Anakaputhur Bus Stop
203863	N0553032	Thirunindravur Bus Stop
203805	N0653384	Perungudi Bus Stop
203857	M1150048	Porur Toll Gate
203816	E063028	Arasamaram Ramapuram
203775	N0553022	Kodambakkam Power House
203767	M1250451	T Nagar Bus Stop
203804	M0340092	Pammal Bus Stop
203862	M1049049	Pattabiram Railway Gate
203838	N0552986	Kodungaiyur Gandhi Statue
203805	N0452127	Perungudi Bus Stop
203777	N0150684	Ashok Nagar Jafferkhanpet
203856	M1049266	Vepery Vetnary Hospital
203814	M0948562	Thiruvanmiyur RTO Office
203844	M1049222	Thiruvottiyur Tolgate Bus Stop
203794	M1150262	Thoraipakkam Signal
203795	N0552702	Tambaram Camp Road
203819	N0552591	Perambur Eswari kalyana Mandabam
203859	N0552701	Ayanavaram Mosque
203808	N0452339	Porur Bai kadai
203814	N0552634	Thiruvanmiyur RTO Office
203781	L1236343	MGR Nagar Market
203831	M1049270	Padi Lucas Bus Stop
203797	N0150672	Tambaram East Bus Stop
203829	N0351705	Ambattur Mannurpet Bus Stop
203881	M0542171	Ambattur Telephone Exchange
203892	K0624593	Surapet Shanmugapuram
203890	M0644051	Pazhavanthangal Subway
203867	M0542905	Thirunindravur Bus Stop
203825	L0327764	Kolathur Periyar Nagar EB
203797	L0831470	Tambaram East Bus Stop
203841	N0552703	Vyasarpadi Fire Station
203788	L1134364	Urapakkam Bus Stop
203842	M0441653	Thiruvottiyur Ajex Bus Stop
203796	M0441223	Tambaram Camp Road
203784	N0452426	Mogappair 7H Bus Stop
203754	L0730808	Thiruverkadu Anbu Nagar Bus Stop
203860	L1135264	Kilpauk New Avadi Road
203840	M0543265	MKB Nagar Bus Stop
203796	J0922465	Tambaram Camp Road
203878	N0351241	Avadi CRPF Bus Stop
203871	M0238705	Avadi TNHB Colony
203762	M0847868	Anna Nagar 12th Main Road
203874	L0529778	Avadi Kaduvetti
203799	M0340097	Tambaram West Bus Stop
203878	N0452346	Ambattur Canara Bank
203796	M0339550	Tambaram East Bus Stop
203886	L0328169	Ayapakkam Water Tank
203787	M0948211	Maduravoyal MGR University
203816	N0452477	Mogappair 7H Bus Stop
203945	M0846405	Puzhudhivakkam Bus Stop
203749	M0948999	Medavakkam Bus Stop
203750	F024661	Adambakkam NGO Colony bus Stop
203864	M0137358	Thirunindravur Bus Stop
203834	N0452421	Madhavaram Bus Stop
203857	M0137165	Keelkattalai Eb Office
203817	M0745017	Porur Alapakam Bus Stop
203898	L1236318	Poonamalee Bus Stop
203897	F065341	Menambedu Bus Stop
203776	N0452329	Ekkatuthangal Bus Stop
203751	L0831826	Paraniputhur Bus Stop
203814	N0452485	Thiruvanmiyur RTO Office
203854	M1049399	Ayanavaram Noor Hotel
203827	M0847675	Kolathur Vinayagapuram
203849	M0339568	Old Washermenpet Bus Stop
203828	N0552956	Korattur Bus Stand
203778	M1150056	CMBT Bus Stop
203898	M0542185	Poonamallee Bus Depo
203787	M0542723	Nerkundram Bus Stop
203887	L0328192	Ayyapakkam TNHB Colony
203752	N0452352	Poonamallee Kallarai Bus Stop
203808	G059229	Porur Bai kadai
203768	M0948097	Choolaimedu Gill Nagar Park
203809	N0552841	Kandanchavadi SP Infocity
203839	N0452313	Kodungaiyur MR Nagar Bus Stop
203789	M1049553	Urapakkam Bus Stop
203886	L0227484	Ayyapakkam Athipet
203861	L1033380	Thirunindravur Bus Stop
203749	M0542515	Medavakkam Koot Road
203893	N0552844	Kallikuppam Arch Bus Stop
203832	M0137016	Mathur Bus Stop
203820	M1149794	Perambur Bus Stop
203802	N0150716	Chrompet Bus Stop
203893	M0543317	Kallikuppam Arch Bus Stop
203879	M1049091	Ramapuram DLF
203851	L0126781	Ayanavaram Noor Hotel
203854	N0251095	Villivakkam Nadhamuni Bus Stop
203865	M0340284	Avadi Sekadu Bus Stop
203827	M0137580	Kolathur Vinayagapuram
203776	N0251213	Ekkatuthangal Bus Stop
203885	K1125861	Ayapakkam ICF Colony
203859	K1226625	Purasaivakkam Thana Street
203799	M0745009	Tambaram West Bus Stop
203811	L0630255	Velacheriy Check Post
203865	N0452226	Avadi Hindu College Railway Station
203750	M0239216	Adambakkam NGO Colony bus Stop
203845	H1115358	Thiruvottiyur Kaladipet Bus Stop
203783	M0441242	Thoraipakkam PTC Quarters Bus Stop
203816	M1049280	Mogappair JJ Nagar Bus Stop
203883	M0644839	Thirumullaivoil Railway Station
203891	N0452363	Redhills Koot Road
203845	M0340583	Thiruvottiyur Kaladipet Bus Stop
203752	L0126763	Poonamallee Kattupakkam Bus Stop
203749	M0846541	Medavakkam Bus Stop
203806	L0932057	Pallavaram Olympia Building
203819	M1149955	Perambur Market
203785	M0948421	Mogappair JJ Nagar Bus Stop
203759	M0542388	Nungambakkam Bus Stop
203873	L0630027	Avadi kamaraj Nagar Bus Stop
203842	M0441128	Thiruvottiyur Ajex Bus Stop
203820	L1034113	Perambur Bus Stop
203770	M0846333	MMDA Colony
203837	N0451930	Kodungaiyur Bus Stop
203845	M0846732	Thiruvottiyur Kaladipet Bus Stop
203896	M1049051	Menambedu Bus Stop
203751	M0949005	Iyyapanthangal Bus Stop
203812	M0542439	Velacherry Baby Nagar Bus Stop
203849	K0624630	Tondiarpet Apollo Hospital
203838	M0643517	Kodungaiyur Bus Stop
203819	N0351707	Perambur Lakshmiamman Koil
203777	M0441273	Thirumangalam Bus Stop
203890	M0339275	Nanganallur Market
203830	N0351401	Villivakkam Subway
203818	M0948261	Mugallivakam Bus Stop
203830	N0552951	Villivakkam Sidco Nagar
203759	N0351478	Mylapore Tank
203831	L1235564	Padi Lucas Bus Stop
203823	L0227148	Kolathur TVK Nagar Bus Stop
203823	M0542744	Thiru.Vi.Ka. Nagar Police Station
203759	M0441678	Mylapore City Centre
203756	N0552954	Porur Gerugambakkam
203851	M0441504	Pattalam Bus Stop
203867	K1126026	Thiruninravur Nemilichery
203864	M0846877	Thiruninravur Jaya College
203852	N0552758	Old washermenpet RSRM hospital
203864	N0552993	Pattabiram Grace Hospital
203856	M0948705	Periamet Bus Stop
203872	M0340666	Avadi Checkpost
203866	N0452222	Pattabiram Sekkadu Bus Stop
203767	M0644624	T Nagar Bus Stop
203853	M0847820	Ayanavaram Railway Quarters
203841	M0542387	Vysarpadi Kannigapuram Bus Stand
203825	L1236231	Kolathur Periyar Nagar EB
203823	M0847185	Peravallur Bus Stop
203835	N0553098	Adambakkam NGO Colony bus Stop
203818	J0420981	Mugallivakam Bus Stop
203772	J0320739	Porur Signal
203847	M0441881	New Washermanpet Bus Stop
203766	M1150356	Kotturpuam AMM School
203854	M1049175	Villivakkam Bus Stand
203814	N0251128	Thiruvanmiyur RTO Office
203836	M1049591	Mathur Bus Stop
203821	M0441570	Perambur Venus Bus Stop
203863	M0441413	Thirunindravur Bus Stop
203886	M0542395	Ayapakkam ICF Colony
203846	K1025687	Madipakkam Moovarasanpet Bus Stop
203882	M0948217	Thirumullaivoyal Steford Bus Stop
203798	L0328028	Mudichur Bus Stop
203852	M0744977	Royapuram kalmandabam
203884	M0644560	Annanur Railway Station
203884	M0542829	Ayyapakkam TNHB Colony
203816	M0847582	Mogappair 7H Bus Stop
203873	M0745733	Avadi kamaraj Nagar Bus Stop
203782	M0644400	Chinmaya Nagar Bus Stop
203872	M0542676	Avadi TNHB Colony
203792	M0340178	Vandaloor Bus Stop
203809	M0948981	Kandanchavadi SP Infocity
203880	M0137450	Thirumullaivoyal Shiva Temple
203807	M0745661	Pammal Bus Stop
203794	N0452004	Thoraipakkam PTC Quarters Bus Stop
203895	M0948952	Pudur Bus Stop
203823	N0552906	Kolathur Anna Salai Bus Stop
203818	N0552955	Mugallivakam Bus Stop
203784	N0251120	Mogappair 7H Bus Stop
203845	M0745231	Thiruvottriyur Raja Kadai Bus stop
203833	M0137025	Madhavaram Arul Nagar Bus Stop
203843	N0552992	Thiruvottiyur Ajex Bus Stop
203895	M0847073	Pudur Bus Stop
203805	M0745517	Perungudi Bus Stop
203759	M0542068	Mogappair MMM Hospital
203808	F065346	Porur Toll Gate
203759	M0136456	Mogappair MMM Hospital
203845	N0251106	Thiruvotriyur Railway Station
203759	L0227499	Mylapore Tank
203820	M1150094	Perumbur Brindha Theater
203832	M1049398	Mathur Bus Stop
203832	M0644838	Padi Brittania Bus Stop
203832	N0251221	Mathur Bus Stop
203856	N0552719	Periamet Bus Stop
203798	N0452395	Mudichur Bus Stop
203881	M0846907	Ambattur Telephone Exchange
203872	L0429217	Avadi TNHB Colony
203807	M0948461	Anakaputhur Bus Stop
203820	N0250981	Perambur Bus Stop
203789	E063056	Urapakkam Bus Stop
203877	M1149921	Ambattur OT Bus Station
203798	M1150264	Mudichur Bus Stop
203887	N0452189	Ayappakkam Bus Stand
203858	M1049262	Mogappair Collector Nagar Bus stop
203799	M0340596	Tambaram West Bus Stop
203791	M0339612	New Perungalathur Bus Stop
203887	M0542058	Ayyapakkam TNHB Colony
203805	M0441230	Perungudi Bus Stop
203876	M0239052	Avadi Murugappa polytechnic
203765	L0932045	Egmore commissioner's office
203808	N0552917	Porur Bai kadai
203809	M0948649	Taramani Railway Station
203780	M1150219	Valasaravakkam Bus Stop
203876	N0452046	Avadi Murugappa polytechnic
203802	M0239217	Tambaram Sanitorium TB Hospital
203839	N0552888	Kodungaiyur Kannadasan Nagar Bus Stop
203847	M1150064	Mint Bus Stop
203891	J0621611	Redhills Bus Stop
203750	M0440833	Adambakkam NGO Colony bus Stop
203860	K1025729	Kilpauk New Avadi Road
203874	L0227659	Avadi Paruthipattu
203798	N0351419	Mudichur Bus Stop
203858	M0846906	Perambur Jamalia
203754	M0745792	Thiruverkadu Police Station
203878	J0521399	Avadi Mitnamalli Bus Stop
203800	L0831844	Old Perungalathur Bus Stop
203829	L1235770	Kolathur GKM Colony
203851	N0251215	Pattalam Bus Stop
203827	M0237849	Kolathur Vinayagapuram
203895	L1236310	Pudur Bus Stop
203891	M0238731	Redhills Bus Stop
203812	M0643888	Velacherry Baby Nagar Bus Stop
203764	L0730829	Chepauk Stadium Bus Stop
203891	L1134407	Redhills Bus Stop
203872	M0340281	Avadi Market Bus Stop
203813	L0730834	Medavakkam Bus Stop
203882	M0744939	Thirumullaivoyal Manikandapuram bus stop
203796	N0552706	Tambaram East Bus Stop
203841	M0136476	Vyasarpadi Fire Station
203786	N0552843	Maduravoyal Bus Stop
203886	N0351397	Ayapakkam ICF Colony
203800	M0542524	Old Perungalathur Bus Stop
203756	M1149782	Porur Madhnandapuram
203751	L0529767	Iyyapathangal Bus Depot
203875	M0644758	Avadi Velltech Colege
203790	M0948897	Urapakkam Railway Station
203804	M0543297	Pammal Bus Stop
203879	M0137290	Ramapuram DLF
203893	N0552985	Kallikuppam Bus Stop
203855	N0552718	Mint Bus Stop
203895	L1135089	Pudur Bus Stop
203884	N0452018	Annanur Railway Station
203859	M1049548	Purasaivakkam Bhuvaneswari Theatre
203815	M0136828	Adyar Vannandurai Bus Stop
203793	N0553099	Tambaram Camp Road
203831	M0948225	Manali Bus Stop
203771	N0653292	Anna Nagar 12th Main Road
203852	M0846826	Old washermenpet RSRM hospital
203896	M0541940	Menambedu Bus Stop
203838	M0744964	Kodungaiyur Gandhi Statue
203899	M1150100	Poonamallee Kumananchavadi Bus Stop
203772	N0351629	Porur Signal
203880	J0421134	Thirumullaivoyal Shiva Temple
203887	M0542549	Ayyapakkam Athipet
203792	M1049430	Vandaloor Bus Stop
203784	M0746257	Mogappair 7H Bus Stop
203881	N0351743	Ambattur Telephone Exchange
203794	N0452493	Thoraipakkam Signal
203772	M1150263	Porur Signal
203840	M0745651	Vyasarpadi Sharma Nagar
203769	M0746178	Choolaimedu Mehta Nagar Bus Stop
203841	N0351269	Vysarpadi Kannigapuram Bus Stand
203853	L0227531	Ayanavaram Joint Office Bus Stop
203882	M0948131	Thirumullaivoyal Manikandapuram bus stop
203751	N0351531	Iyyapanthangal Bus Stop
203874	M0847852	Avadi Kovarthanagiri Bus Stop
203811	M0745845	Velacherry 100 Ft Road
203842	M0948090	Thiruvottiyur Ajex Bus Stop
203863	M0340007	Thirunindravur Railway Station
203760	M1149931	Anna Nagar West Bus Stop
203784	M0745146	Mogappair 7H Bus Stop
203878	N0351450	Ambattur Canara Bank
203840	M0440985	Vyasarpadi Mullai Nagar Bus Stop
203877	M0745564	Thirumullaivoyal Steford Bus Stop
203812	M0948129	Velachery Dhandeeswaram Bus Stop
203789	M1049552	Urapakkam Bus Stop
203860	M0948218	Kilpauk Ega theatre
203824	L0227339	Ramapuram Signal
203851	M0339469	Pattalam Bus Stop
203757	M0744974	Mandaveli Bus Stop
203776	N0452350	Ekkatuthangal Bus Stop
203819	N0553102	Perambur Eswari kalyana Mandabam
203836	M0339573	Madhavaram Bus Stop
203811	M0441425	Velacherry Vijayanagar Bus Stop
203835	N0552675	Puzhudhivakkam Bus Stop
203825	M0237902	Padi Lucas Bus Stop
203812	M0846941	Velacherry Baby Nagar Bus Stop
203777	N0452232	Ashok Nagar Bus Stop
203860	M0846744	Kilpauk New Avadi Road
203895	M0441511	Ambattur Ponnu Super Market
203751	M0440803	Iyyapanthangal Bus Stop
203893	M1049351	Kallikuppam Arch Bus Stop
203891	N0250964	Redhills Koot Road
203828	N0250951	Korattur Bus Stand
203811	N0251036	Velacherry Vijayanagar Bus Stop
203898	M0846596	Poonamalee Bus Stop
203896	M0137055	Menambedu Bus Stop
203806	N0552958	Pallavaram Olympia Building
203838	G0910329	Kodungaiyur Parvathi Nagar
203761	M0340068	Porur Signal
203848	M1149959	Tondiarpet IOC Bus Stop
203774	M0441267	Mogappair West Golden Flats Bus Stop
203896	K0324255	Menambedu Alamaram Bus Stop
203817	M0441410	Porur Mugalivakkam
203782	N0351251	Saligramam Dasarathapuram
203854	L0327768	Ayanavaram Noor Hotel
203776	M0238305	Ekkatuthangal Bus Stop
203848	M0340207	Tondiarpet IOC Bus Stop
203872	L0328467	Avadi Checkpost
203859	N0552696	Purasaivakkam Thana Street
203827	M0137230	Kolathur Vinayagapuram
203825	M0948967	Kolathur Poombugar nagar bus stop
203818	E052758	Mugallivakam Bus Stop
